,ID,name,category,main_category,currency,deadline,launched,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real,timeline,duration
119754,1608304123,Spark: A Creative Anthology,Publishing,Publishing,USD,2012-12-08 00:00:00,2012-10-09 21:12:00,failed,127,US,3303.0,3303.0,8500.0,59,59
119781,1608437683,Fairy Tale Art Playing Cards (Canceled),Tabletop Games,Games,USD,2012-01-07 00:00:00,2011-11-08 12:43:00,canceled,205,US,4152.4,4152.4,8800.0,59,59
119886,1609012347,Trigger Happy Camera Remote,Technology,Technology,USD,2012-05-04 00:00:00,2012-03-05 18:16:00,successful,3710,US,221739.51,221739.51,25000.0,59,59
119976,1609420961,The Spyder 360â„¢ | Full Body Training Unlike Anything Else,Product Design,Design,USD,2017-03-18 00:00:00,2017-01-24 16:54:00,successful,425,US,10586.0,43932.0,20000.0,52,52
120055,160980150,"Color Me Home's First FULL LENGTH ALBUM ""Little Sister""",Music,Music,USD,2016-08-30 00:00:00,2016-07-01 21:25:00,successful,118,US,1013.0,6000.0,5500.0,59,59
120071,1609843934,Join the cool kids today and make an album with John Miller!,Country & Folk,Music,USD,2014-08-09 00:00:00,2014-06-14 15:08:00,successful,366,US,21554.0,21554.0,20000.0,55,55
120093,1609975469,Recipes for the Dead: Issue 3 - An Indie Comic Book,Comic Books,Comics,USD,2014-07-26 00:00:00,2014-05-27 22:09:00,successful,866,US,17835.99,17835.99,7500.0,59,59
120154,1610272248,Blood on the Mountain Film Outreach Campaign,Documentary,Film & Video,USD,2017-02-16 00:00:00,2016-12-18 17:38:00,successful,208,US,889.0,26138.23,25000.0,59,59
120276,1610835504,Other Worlds,Comics,Comics,USD,2013-04-29 00:00:00,2013-02-28 16:33:00,successful,211,US,8914.66,8914.66,5000.0,59,59
120306,161101001,Flood Tide,Narrative Film,Film & Video,USD,2010-07-21 00:00:00,2010-05-11 17:25:00,successful,167,US,10406.78,10406.78,10000.0,70,70
120318,1611088885,Frankie Banali / QUIET RIOT Documentary,Documentary,Film & Video,USD,2010-09-03 00:00:00,2010-07-13 05:20:00,successful,159,US,23691.66,23691.66,20000.0,51,51
120377,1611402436,The Biscuit Shop,Food,Food,USD,2014-03-03 00:00:00,2014-01-02 21:30:00,successful,389,US,18771.0,18771.0,15000.0,59,59
120390,1611464278,The Cole-Bar Hammer,Product Design,Design,USD,2013-06-25 00:00:00,2013-04-26 03:11:00,successful,1857,US,135250.11,135250.11,100000.0,59,59
120620,1612727384,Erzsebet: The Blood Countess Opera,Music,Music,USD,2010-06-16 00:00:00,2010-04-17 19:59:00,failed,117,US,8935.01,8935.01,12000.0,59,59
120700,1613168411,Carabinsi | Smart Multi-function Carabiners,Product Design,Design,USD,2015-04-26 00:00:00,2015-02-25 16:01:00,successful,167,US,6418.0,6418.0,3000.0,59,59
120774,1613557791,Kush Climbing: The OG Kush Pad,Product Design,Design,USD,2016-08-12 00:00:00,2016-06-13 17:40:00,successful,166,US,6564.0,22081.0,22050.0,59,59
120785,1613602272,ROPIX JUMP ROPE SHOES,Product Design,Design,USD,2014-03-30 00:00:00,2014-02-05 05:36:00,successful,117,US,10690.0,10690.0,10000.0,52,52
120802,1613675799,Watson: The Backpack for Uncompromising Professionals,Product Design,Design,CAD,2017-01-21 00:00:00,2016-11-22 06:07:00,successful,539,CA,24514.84,145818.55,19056.33,59,59
120838,1613816985,Compost Heat Recovery System,Food,Food,USD,2012-11-18 00:00:00,2012-09-19 14:14:00,successful,310,US,40336.0,40336.0,40000.0,59,59
120864,1613952665,SEACREW - exlusive young lifestyle fashion,Fashion,Fashion,EUR,2016-06-12 00:00:00,2016-04-13 17:00:00,successful,178,DE,2166.97,2137.31,562.7,59,59
120940,1614339295,The Long Shadow of Chernobyl - A Photo Book,Photography,Photography,USD,2014-04-20 00:00:00,2014-02-19 18:37:00,successful,406,US,45571.0,45571.0,20000.0,59,59
120949,1614372627,Luxury Pens and Barrel Cases That Will Last You Forever.,Design,Design,GBP,2015-02-10 00:00:00,2014-12-12 11:38:00,failed,120,GB,6123.12,5991.17,23066.63,59,59
121040,1614824956,Yasuni Man - A Documentary Film,Documentary,Film & Video,USD,2011-01-02 00:00:00,2010-10-28 03:09:00,successful,192,US,30427.0,30427.0,30000.0,65,65
121147,1615332498,Gravity Dice,Product Design,Design,USD,2014-08-31 00:00:00,2014-07-02 19:21:00,successful,662,US,35778.01,35778.01,5000.0,59,59
121199,1615621577,How To Make A Symphony,Music,Music,EUR,2015-11-13 00:00:00,2015-09-14 18:24:00,successful,499,DE,28877.27,27416.21,21528.06,59,59
121541,1617301391,Bubby's Kitchen 'Let's Shmear NYC with Lox and Love',Musical,Theater,USD,2016-03-18 00:00:00,2016-01-19 14:24:00,successful,223,US,21775.0,21775.0,20000.0,58,58
121623,1617685774,Color Outside The Lines: A Tattoo Documentary,Documentary,Film & Video,USD,2011-06-25 00:00:00,2011-03-26 09:15:00,successful,252,US,14302.0,14302.0,10000.0,90,90
121637,1617823501,Poetry Book - French Kissing God: A Journey to Enlightenment,Poetry,Publishing,USD,2015-11-10 00:00:00,2015-09-17 01:02:00,successful,518,US,19521.0,19521.0,11000.0,53,53
121758,1618382802,Druid Hill Park Passport: Discover; Enjoy; Learn; Be active!,Publishing,Publishing,USD,2012-07-28 00:00:00,2012-06-06 23:54:00,successful,208,US,9854.0,9854.0,9500.0,51,51
121773,1618461109,Help Jillian Jensen Make Her Debut Album :),Indie Rock,Music,USD,2014-06-10 00:00:00,2014-04-11 20:04:00,successful,291,US,23510.0,23510.0,15000.0,59,59
121809,161865571,Bring It On Home (documentary),Documentary,Film & Video,USD,2012-09-29 00:00:00,2012-07-31 00:11:00,failed,121,US,8854.73,8854.73,16460.0,59,59
121821,1618713984,The Wall:  London's Most Public Gallery,Public Art,Art,USD,2011-12-12 00:00:00,2011-10-13 23:08:00,successful,207,US,33277.0,33277.0,32000.0,59,59
122081,1620069635,"8-Bit Magazine (Amstrad, Atari, Apple, Commodore, Sinclair)",Zines,Publishing,EUR,2016-05-09 00:00:00,2016-03-10 01:56:00,successful,309,IE,2715.6,2796.21,680.88,59,59
122248,1620870855,F-BOM: The first snow goggle with active anti-fog technology,Design,Design,USD,2014-11-06 00:00:00,2014-09-07 09:01:00,successful,148,US,59338.0,59338.0,50000.0,59,59
122372,1621482108,ONE MORE GIRL - Documentary,Documentary,Film & Video,USD,2011-04-11 00:00:00,2011-01-11 10:38:00,successful,549,US,42458.0,42458.0,37000.0,89,89
122433,1621818071,UVe: Clean with the Power of Light (Canceled),Product Design,Design,USD,2015-08-11 00:00:00,2015-06-12 16:16:00,canceled,245,US,28111.0,28111.0,50000.0,59,59
122489,1622096954,Doyle & Debbie Movie Music,Music,Music,USD,2014-10-06 00:00:00,2014-08-07 17:13:00,successful,366,US,31774.08,31774.08,30000.0,59,59
122541,1622340195,Opening Our Eyes - a film about people making a positive difference in the world,Documentary,Film & Video,USD,2011-01-06 00:00:00,2010-10-21 21:31:00,successful,161,US,10104.56,10104.56,7500.0,76,76
122627,1622795353,Hero's End - A New Film Production,Shorts,Film & Video,USD,2011-03-08 00:00:00,2010-12-08 06:39:00,successful,109,US,5876.01,5876.01,5000.0,89,89
122781,1623537563,Insurgency 2,Video Games,Games,USD,2012-09-08 00:00:00,2012-07-10 08:33:00,failed,569,US,66582.01,66582.01,180000.0,59,59
122956,1624389201,71 POP: Detroit Pop-Up Shop for Emerging Artists,Art,Art,USD,2011-05-27 00:00:00,2011-03-25 05:51:00,successful,101,US,8613.0,8613.0,8000.0,62,62
122960,1624410073,"The Insyderz new album ""The Sinner's Songbook""",Rock,Music,USD,2011-07-04 00:00:00,2011-05-05 00:47:00,successful,217,US,6344.32,6344.32,6000.0,59,59
123112,1625182565,Typographic Postcards,Typography,Design,EUR,2015-07-11 00:00:00,2015-05-12 16:09:00,successful,213,DE,3791.79,3700.07,326.67,59,59
123467,1626891785,SCHERMANN SONG: Finishing Funds for Movie Musical,Film & Video,Film & Video,USD,2011-05-02 00:00:00,2011-03-04 03:35:00,successful,244,US,18031.0,18031.0,18000.0,58,58
123476,1626948084,Save the Priest,Theater,Theater,USD,2013-06-04 00:00:00,2013-04-05 01:01:00,successful,437,US,87472.0,87472.0,85000.0,59,59
123498,1627092657,Catalyst - Worldâ€™s Most Advanced Wireless Earbuds,Sound,Technology,USD,2016-11-04 00:00:00,2016-09-13 15:29:00,successful,1439,US,50159.0,254819.0,25000.0,51,51
123507,1627128306,VanJohan Luxury Underwear - Guaranteed To Make You Stand Out,Apparel,Fashion,CAD,2017-12-10 00:00:00,2017-10-11 15:31:00,successful,482,CA,4244.94,22119.86,11750.88,59,59
123800,1628524052,LensShifter Pro - Balanced Focus & Zoom Camera Lens Grip,Camera Equipment,Technology,USD,2018-01-18 00:00:00,2017-11-23 06:36:00,live,107,US,1300.0,4916.0,3000.0,55,55
124045,1629709327,For Thousands of Miles - a documentary about leaving everything behind,Documentary,Film & Video,USD,2009-11-27 00:00:00,2009-08-29 22:05:00,successful,103,US,8945.0,8945.0,8300.0,89,89
124190,1630449227,THE CHAMPION: Animating A Musical Comedy!,Shorts,Film & Video,USD,2010-07-02 00:00:00,2010-05-01 09:37:00,successful,136,US,14215.0,14215.0,14000.0,61,61
124202,1630512510,"Through a Glass, Darkly: A new Delta Green novel",Fiction,Publishing,USD,2011-06-19 00:00:00,2011-04-20 19:56:00,successful,346,US,27032.0,27032.0,26000.0,59,59
124253,1630750588,"Rapier & Dagger, The Reinhardt Method",Nonfiction,Publishing,USD,2016-09-07 00:00:00,2016-07-09 12:34:00,failed,121,US,820.0,3051.0,6000.0,59,59
124330,1631180936,A Worship Recording by Jeremi and Amy Richardson,Music,Music,USD,2012-03-05 00:00:00,2012-01-05 06:26:00,successful,179,US,11525.01,11525.01,10000.0,59,59
124444,1631832950,Confessions of a Prodigal Son,Narrative Film,Film & Video,USD,2013-04-01 00:00:00,2013-02-01 20:31:00,successful,173,US,13835.0,13835.0,10000.0,58,58
125404,1636679784,The Long Shadow of Chernobyl,Photography,Photography,USD,2011-03-21 00:00:00,2010-12-21 18:55:00,successful,435,US,23316.0,23316.0,12000.0,89,89
125451,1636926265,TEGN1,Art Books,Publishing,EUR,2017-07-09 00:00:00,2017-05-15 15:09:00,successful,1262,DE,131.18,88268.8,11415.0,54,54
125488,1637099943,The ARM: ultimate stand for iPads and Android tablets,Product Design,Design,USD,2012-04-21 00:00:00,2012-02-21 18:18:00,failed,118,US,40530.0,40530.0,125000.0,59,59
125536,1637341338,Wizard Dodgeball (relaunch),Tabletop Games,Games,USD,2015-03-24 00:00:00,2015-01-23 16:34:00,failed,208,US,8594.0,8594.0,25000.0,59,59
125559,1637429954,Philippa Hanna's New Album,Pop,Music,GBP,2013-02-12 00:00:00,2012-12-14 19:35:00,successful,314,GB,23127.15,22196.05,15487.07,59,59
125723,1638234628,Ledge - for MacBook. Made in USA (Canceled),Product Design,Design,USD,2014-12-06 00:00:00,2014-10-07 18:37:00,canceled,173,US,7198.0,7198.0,12000.0,59,59
125888,1639052612,HEAD LIKE A HOLE â€” New Album 2014,Rock,Music,NZD,2014-08-31 00:00:00,2014-07-02 01:14:00,successful,217,NZ,9977.24,9462.6,8293.25,59,59
125996,1639604708,Bastion Bolt Action Pen in Carbon Fiber & Stainless Steel,Product Design,Design,USD,2017-11-03 00:00:00,2017-09-12 07:00:00,successful,835,US,389.0,60578.0,10000.0,51,51
126089,1640069728,BiBli - the low cost A.I. powered robot for the people,Robots,Technology,USD,2016-01-31 00:00:00,2015-12-02 22:40:00,successful,284,US,7093.03,7093.03,4500.0,59,59
126232,1640855222,Rare Craft Matcha Green Tea from Japan,Drinks,Food,EUR,2017-11-26 00:00:00,2017-09-27 15:43:00,successful,1314,FR,432.93,132795.34,9507.96,59,59
126262,1641059467,KICKSTARTER STAFF PICK! Stinky Robots will save the world!,Children's Books,Publishing,USD,2014-07-31 00:00:00,2014-06-01 10:47:00,successful,176,US,8026.0,8026.0,7777.0,59,59
126320,1641367876,Puzzle Me! - A Family-Friendly Board Game,Tabletop Games,Games,USD,2012-01-31 00:00:00,2011-12-02 17:13:00,successful,299,US,6501.0,6501.0,5000.0,59,59
126375,1641660909,THE FREEDOM TO BE - a documentary film,Documentary,Film & Video,USD,2010-06-02 00:00:00,2010-03-30 21:53:00,successful,106,US,12780.0,12780.0,9000.0,63,63
126700,1643129396,Help ensure BAD BLOOD: A Cautionary Tale (documentary) makes it to national PBS!,Documentary,Film & Video,USD,2010-10-10 00:00:00,2010-08-10 06:51:00,successful,125,US,8961.0,8961.0,6000.0,60,60
126728,164326370,Project Opera presents THE GIVER - a new opera for kids,Music,Music,USD,2012-04-03 00:00:00,2012-02-03 18:13:00,successful,164,US,20830.0,20830.0,20000.0,59,59
126841,1643820121,Tech Force Pen,Product Design,Design,USD,2014-03-14 00:00:00,2014-01-14 00:00:00,successful,252,US,14217.0,14217.0,10000.0,59,59
126879,1643993529,Mangaka: The Fast & Furious Game of Drawing Comics,Tabletop Games,Games,USD,2015-05-25 00:00:00,2015-03-26 14:05:00,successful,464,US,31810.23,31810.23,25000.0,59,59
126976,1644479088,Bliss-Box 4-play: Universal Video Game Controller Adapter,Gaming Hardware,Games,USD,2016-06-28 00:00:00,2016-04-29 01:21:00,failed,102,US,10841.0,10841.0,55000.0,59,59
127019,1644717726,Design your business in 365 days: make your dream a reality,Product Design,Design,EUR,2016-11-11 00:00:00,2016-09-12 17:47:00,canceled,118,IT,571.69,2602.25,10904.06,59,59
127086,1645109959,Vinci 2.0 - Worldâ€™s First Standalone AI Sports Headphones,Wearables,Technology,USD,2018-01-14 00:00:00,2017-11-15 19:00:00,live,5134,US,109688.0,724423.8,20000.0,59,59
127149,1645506718,Building a Pilot Brewery for Northern MN,Food,Food,USD,2012-01-23 00:00:00,2011-11-24 15:48:00,successful,248,US,17528.0,17528.0,15000.0,59,59
127254,164599522,MONO VOLUME TWO,Photography,Photography,GBP,2015-02-08 00:00:00,2014-12-10 15:44:00,successful,160,GB,16940.86,16663.33,15377.75,59,59
127412,164673675,Sundisc - The Ultra Portable Softbox Reflector,Product Design,Design,SEK,2017-06-28 00:00:00,2017-04-30 13:03:00,successful,962,SE,8588.88,87174.53,23676.76,58,58
127528,1647311829,Flipphandle - makes bike storage a snapp!,Product Design,Design,USD,2011-09-13 00:00:00,2011-07-15 19:11:00,failed,140,US,17296.77,17296.77,75000.0,59,59
127634,1647843936,American Exorcist - A Horror Movie,Horror,Film & Video,USD,2015-03-20 00:00:00,2015-01-19 15:06:00,successful,213,US,15908.0,15908.0,15000.0,59,59
127636,1647860684,ALIVE INSIDE: A Story of Music & Memory,Documentary,Film & Video,USD,2012-07-31 00:00:00,2012-06-01 18:40:00,successful,653,US,51620.58,51620.58,50000.0,59,59
127690,1648178530,The Homeplace: Photos from Historic African American Hamlets,Photography,Photography,USD,2011-05-27 00:00:00,2011-03-17 01:10:00,successful,123,US,9501.0,9501.0,8910.0,70,70
127859,1648949081,Shapeshifter: The world's first shape-able stiff brim sunhat,Product Design,Design,USD,2017-08-19 00:00:00,2017-06-20 12:57:00,successful,4254,US,6551.0,247564.01,35000.0,59,59
127962,1649540467,Bring Back The Bushwick News!,Periodicals,Publishing,USD,2012-04-13 00:00:00,2012-02-13 04:38:00,failed,350,US,17843.0,17843.0,40000.0,59,59
128098,1650231774,WINGS of VALOR- Honoring America's Fighter Aces,Photobooks,Photography,USD,2015-05-03 00:00:00,2015-03-04 18:01:00,failed,127,US,18920.0,18920.0,65000.0,59,59
128110,1650287708,Capture Camera Clip System,Product Design,Design,USD,2011-07-16 00:00:00,2011-05-02 20:22:00,successful,5258,US,364698.64,364698.64,10000.0,74,74
128198,1650764961,Growing Innovation Online Library & Book,Publishing,Publishing,USD,2014-03-23 00:00:00,2014-01-24 19:11:00,successful,232,US,15479.0,15479.0,14000.0,57,57
128288,1651225876,Couches of Detroit,Photography,Photography,USD,2011-07-01 00:00:00,2011-05-02 14:55:00,failed,103,US,2249.77,2249.77,7500.0,59,59
128302,1651297303,Tessera: A 150 Meter 25 Jewel Mechanical Watch,Product Design,Design,USD,2013-08-19 00:00:00,2013-06-25 03:42:00,successful,172,US,71141.0,71141.0,32000.0,54,54
128389,1651845921,Kate Lycett - Lost Houses of the South Pennines Book,Art Books,Publishing,GBP,2016-09-16 00:00:00,2016-07-18 15:44:00,successful,101,GB,3573.69,13831.72,5929.01,59,59
128493,165237720,Chuck Negron - 'Then And Now',Rock,Music,USD,2013-08-17 00:00:00,2013-06-18 18:54:00,successful,243,US,76254.0,76254.0,75000.0,59,59
128732,1653651120,StandStand: the portable standing desk,Product Design,Design,USD,2014-10-21 00:00:00,2014-08-25 21:18:00,successful,1836,US,118544.08,118544.08,15000.0,56,56
129187,165590765,"MySaver: protection for your iPad, iPhone, and iPod cables",Product Design,Design,USD,2011-09-27 00:00:00,2011-07-29 07:55:00,successful,1694,US,48835.14,48835.14,15000.0,59,59
129225,1656148594,They Shall Live,Documentary,Film & Video,USD,2012-05-27 00:00:00,2012-03-29 13:55:00,successful,124,US,14303.0,14303.0,12000.0,58,58
129270,1656384346,The Crown and the Dragon (feature film),Narrative Film,Film & Video,USD,2011-12-27 00:00:00,2011-10-28 19:29:00,successful,136,US,11958.0,11958.0,10000.0,59,59
129271,1656405733,B-2 Nano Blade | World's Smallest Tactical Pocket Knife,Design,Design,USD,2017-06-04 00:00:00,2017-04-05 15:00:00,successful,5875,US,45520.0,327907.0,5000.0,59,59
129298,165650706,The Luminary Moves to Cherokee Street,Art,Art,USD,2012-02-13 00:00:00,2011-12-15 14:32:00,successful,341,US,22244.0,22244.0,20000.0,59,59
129519,1657642408,The Blue Cat Cafe - Food Trucks! Coffee! Adoptable Kitties!,Vegan,Food,USD,2015-04-18 00:00:00,2015-02-17 16:19:00,successful,1146,US,62533.0,62533.0,60000.0,59,59
129552,1657754021,"BADLANDS ""An Off The Wall Skateboard Story"".",Documentary,Film & Video,USD,2017-07-31 00:00:00,2017-06-01 23:57:00,failed,115,US,2710.0,16843.0,149995.0,59,59
129600,1658070253,Sewing Tour 2012,Performance Art,Art,USD,2012-01-24 00:00:00,2011-11-25 18:36:00,failed,103,US,2908.11,2908.11,7500.0,59,59
129611,1658114797,Off the Needles: A Knitting Pinup Calendar,Photography,Photography,USD,2010-09-10 00:00:00,2010-06-13 23:40:00,successful,113,US,3135.0,3135.0,3000.0,88,88
129624,1658186042,UP Squared - The First Maker Board with Intel Apollo Lake,DIY Electronics,Technology,EUR,2016-12-31 00:00:00,2016-11-01 05:06:00,successful,836,NL,31617.32,187603.51,10588.96,59,59
129651,1658357159,Camel Rock - Round Yoga & Fitness Mats,Product Design,Design,AUD,2016-07-03 00:00:00,2016-05-04 14:16:00,successful,138,AU,20013.86,19517.55,15029.68,59,59
129671,1658471307,My Piece of Sky: Memories of Child Sexual Abuse,Publishing,Publishing,USD,2011-09-17 00:00:00,2011-07-19 16:57:00,successful,391,US,42819.0,42819.0,40000.0,59,59
129762,1658936137,"iKommunicate Gateway, enabling the Internet of Things Afloat",Technology,Technology,USD,2015-12-15 00:00:00,2015-10-23 13:58:00,successful,442,US,102836.0,102836.0,20000.0,52,52
129817,1659125031,Finishing Brooklyn Castle (Formerly Chess Movie),Documentary,Film & Video,USD,2011-12-27 00:00:00,2011-10-28 05:08:00,successful,175,US,22321.0,22321.0,20000.0,59,59
129906,1659631764,Andi Rae & the Back River Bullies are Makin' a Record!,Country & Folk,Music,USD,2012-08-15 00:00:00,2012-06-16 22:53:00,successful,134,US,12375.0,12375.0,12000.0,59,59
129935,1659768668,Armada Engine (Canceled),Video Games,Games,USD,2012-11-17 00:00:00,2012-09-18 05:10:00,canceled,110,US,5637.69,5637.69,48000.0,59,59
129948,1659839046,Marius - Third Founder of Rome - Novus Homo,Fiction,Publishing,SEK,2016-09-17 00:00:00,2016-07-19 21:15:00,successful,162,SE,2168.8,7244.84,5266.42,59,59
129958,1659888909,JAPAN NEEDS HEROES II,Comics,Comics,USD,2011-08-07 00:00:00,2011-05-09 22:07:00,successful,108,US,5860.27,5860.27,1000.0,89,89
129970,1659933655,Playhouse Projector Project,Theater,Theater,USD,2013-03-10 00:00:00,2013-01-09 23:20:00,successful,321,US,29472.11,29472.11,20000.0,59,59
130066,1660289397,"Tu Publishing: a small, independent multicultural SFF press for children and YA",Children's Books,Publishing,USD,2009-12-14 00:00:00,2009-09-15 11:08:00,successful,166,US,10298.0,10298.0,10000.0,89,89
130306,1661591178,Millia -The ending- Visual novel,Games,Games,USD,2015-03-24 00:00:00,2015-01-23 16:17:00,successful,264,US,5067.0,5067.0,2000.0,59,59
130468,1662432205,Gigabot 3D Printing: This is Huge!,Hardware,Technology,USD,2013-05-09 00:00:00,2013-03-10 14:33:00,successful,270,US,250474.66,250474.66,40000.0,59,59
130641,1663258010,"Carry Less, Adventure More: Survival Belt",Wearables,Technology,USD,2014-09-21 00:00:00,2014-07-23 05:19:00,successful,2099,US,200032.09,200032.09,60000.0,59,59
130712,166355770,Live Free Get Rek'â€¢lis,Drinks,Food,USD,2017-12-12 00:00:00,2017-10-13 02:34:00,failed,111,US,3155.0,19822.0,50000.0,59,59
